ID;ACTIVE;START_TIME;END_TIME;START_NODE;END_NODE;TYPE;SCHEDULE_ID
37005747;Y;76740;78480;1486;28;D;12179025
36985547;Y;48120;58020;60;60;D;12178332
36985548;Y;58020;69180;60;60;D;12178332
36985549;Y;69180;76080;60;11;D;12178332
37076842;Y;33000;39600;18;18;D;12181127
37076843;Y;39600;45240;18;18;D;12181127
37076844;Y;47400;53520;18;18;D;12181127
37076845;Y;53520;58800;18;18;D;12181127
37076846;Y;37380;42660;18;18;D;12181127
37077056;Y;51600;55860;82;82;D;12181134
37077057;Y;34800;38400;82;82;D;12181134
37077058;Y;38400;42000;82;82;D;12181134
37077059;Y;42000;45600;82;82;D;12181134
37077060;Y;45600;49200;82;82;D;12181134
37077061;Y;49200;52980;82;82;D;12181134
37077062;Y;32400;36000;82;82;D;12181134
37077063;Y;36000;39900;82;82;D;12181134
37077064;Y;39900;43200;82;82;D;12181134
37077065;Y;43200;46800;82;82;D;12181134
37077066;Y;46800;50400;82;82;D;12181134
37077067;Y;50400;54420;82;82;D;12181134
37079306;Y;36300;41700;18;18;D;12181180
37077069;Y;65700;65880;82;82;D;12181134
37077070;Y;61080;61200;82;82;D;12181134
37077071;Y;47700;48060;23;23;D;12181134
37077072;Y;63960;64140;23;23;D;12181134
37077073;Y;43080;43320;23;23;D;12181134
37077074;Y;41820;42120;23;23;D;12181134
37077971;Y;21600;22200;1;1;PD;12181159
37077972;Y;25140;30780;9;9;D;12181159
37077973;Y;30780;36300;9;9;D;12181159
37077974;Y;36300;41880;9;9;D;12181159
37077975;Y;22200;25140;1;9;D;12181159
37077976;Y;39120;44580;9;9;D;12181159
37077977;Y;44580;49980;9;9;D;12181159
37077978;Y;49980;55140;9;9;D;12181159
37079307;Y;41700;47040;18;18;D;12181180
37005748;Y;78480;83880;28;1486;D;12179025
37038042;Y;26100;29520;1486;28;D;12179965
37038043;Y;29520;31860;28;1486;D;12179965
37038044;Y;32940;35100;28;1486;D;12179965
37079308;Y;47040;52440;18;18;D;12181180
37080990;Y;20400;24720;11;60;D;12181224
37080991;Y;22500;26940;11;60;D;12181224
37005749;Y;83880;85680;1486;28;D;12179025
36985552;Y;29700;30900;60;60;D;12178332
36985553;Y;30900;39840;60;60;D;12178332
36985554;Y;39840;49380;60;60;D;12178332
36985555;Y;49380;59340;60;60;D;12178332
36985556;Y;59340;70860;60;60;D;12178332
36985557;Y;70860;77100;60;11;D;12178332
36985558;Y;22200;22800;11;11;P;12178332
37080992;Y;24300;29280;11;60;D;12181224
37077984;Y;22500;27900;1;9;D;12181159
37077985;Y;21900;22500;1;1;PD;12181159
37077986;Y;27900;33600;9;9;D;12181159
37077987;Y;33600;39120;9;9;D;12181159
37079316;Y;87960;92040;18;1;D;12181180
37079317;Y;21480;22500;1;18;D;12181180
37077994;Y;76740;77640;9;1;D;12181159
37079318;Y;20880;21480;1;1;P;12181180
37079319;Y;22500;27120;18;18;D;12181180
37079320;Y;27120;32580;18;18;D;12181180
37079321;Y;32580;38100;18;18;D;12181180
37079322;Y;38100;43440;18;18;D;12181180
36985559;Y;30540;32100;60;60;D;12178332
37005750;Y;85680;89100;28;1;D;12179025
37005751;Y;21900;22500;1;1;PD;12179025
37062049;Y;20700;25800;11;23;D;12180777
37062051;Y;45000;51000;23;23;D;12180777
37062053;Y;21900;27000;11;23;D;12180777
37062054;Y;21600;23700;11;23;D;12180777
37062055;Y;46200;52200;23;23;D;12180777
37062056;Y;52200;58200;23;23;D;12180777
37062057;Y;36000;41400;23;23;D;12180777
37062058;Y;53400;59400;23;23;D;12180777
37057520;Y;33720;39780;38;38;D;12180606
37062061;Y;25980;29400;11;23;D;12180777
37062062;Y;24000;25200;11;23;D;12180777
37062072;Y;25800;31800;23;23;D;12180777
37062073;Y;31800;37800;23;23;D;12180777
37062074;Y;37800;43800;23;23;D;12180777
37062075;Y;43800;49800;23;23;D;12180777
37062076;Y;49800;55800;23;23;D;12180777
37057521;Y;34740;40980;38;38;D;12180606
36999601;Y;23700;31080;11;1112;D;12178665
37062077;Y;55800;61800;23;23;D;12180777
37062078;Y;61800;67800;23;23;D;12180777
37062079;Y;67800;72000;23;11;D;12180777
37062080;Y;20100;20700;11;11;P;12180777
37062081;Y;27000;33000;23;23;D;12180777
36853104;Y;44880;46680;68;68;D;12164603
36853105;Y;46680;48480;68;68;D;12164603
36853106;Y;48480;71880;68;68;D;12164603
36853107;Y;71880;72000;68;170;D;12164603
36853108;Y;50280;52080;68;68;D;12164603
36853109;Y;52080;53880;68;68;D;12164603
36853110;Y;53880;55680;68;68;D;12164603
36853111;Y;55680;57480;68;68;D;12164603
36853112;Y;57480;59280;68;68;D;12164603
36853113;Y;59280;61080;68;68;D;12164603
36853114;Y;61080;62880;68;68;D;12164603
36853115;Y;62880;64680;68;68;D;12164603
36853116;Y;64680;66480;68;68;D;12164603
36999602;Y;26160;33540;1112;1112;D;12178665
37057522;Y;41940;48180;38;38;D;12180606
36853117;Y;66480;68280;68;68;D;12164603
36853118;Y;68280;68400;68;170;D;12164603
36853119;Y;31800;32400;170;170;PD;12164603
37057523;Y;18900;21180;1;38;D;12180606
37057524;Y;37140;43260;38;38;D;12180606
37062082;Y;33000;39000;23;23;D;12180777
37062083;Y;39000;45000;23;23;D;12180777
37059400;Y;20880;23580;1;183;D;12180661
37057525;Y;38340;44640;38;38;D;12180606
37057526;Y;31860;39600;746;746;D;12180606
37060034;Y;73680;74400;28;1;D;12177790
37060035;Y;20100;20700;1;1;P;12177790
37060036;Y;22200;22800;1;1;P;12177790
37060037;Y;71280;72000;28;1;D;12177790
37060038;Y;20700;21300;1;1;P;12177790
37062084;Y;51000;57000;23;23;D;12180777
37062085;Y;57000;63000;23;23;D;12180777
37062086;Y;63000;69000;23;23;D;12180777
37057527;Y;35460;43020;746;746;D;12180606
37057528;Y;49140;54780;38;38;D;12180606
37062088;Y;21300;21900;11;11;P;12180777
37062089;Y;23700;28200;23;23;D;12180777
37062090;Y;28200;34200;23;23;D;12180777
37062091;Y;34200;40200;23;23;D;12180777
37062092;Y;40200;46200;23;23;D;12180777
37062093;Y;58200;64200;23;23;D;12180777
37062094;Y;64200;70200;23;23;D;12180777
37062095;Y;70200;71400;23;23;D;12180777
37057529;Y;43260;49140;38;38;D;12180606
37062096;Y;71400;75900;23;23;D;12180777
37062097;Y;75900;77100;23;11;D;12180777
37057530;Y;56160;64680;746;746;D;12180606
37057531;Y;54780;59940;38;38;D;12180606
37062098;Y;21000;21600;11;11;PD;12180777
37062099;Y;29400;35400;23;23;D;12180777
37062100;Y;35400;36000;23;23;D;12180777
37062101;Y;41400;47400;23;23;D;12180777
37062102;Y;47400;53400;23;23;D;12180777
37062103;Y;59400;65400;23;23;D;12180777
37062104;Y;65400;71400;23;23;D;12180777
37062105;Y;71400;72600;23;11;D;12180777
37057532;Y;33420;40800;38;38;D;12180606
37057533;Y;35580;42600;38;38;D;12180606
37062106;Y;25380;25980;11;11;P;12180777
37062107;Y;25200;30600;23;23;D;12180777
37062108;Y;30600;36600;23;23;D;12180777
37057534;Y;36780;43080;38;38;D;12180606
37057535;Y;43500;49140;38;38;D;12180606
37057536;Y;49140;54420;38;38;D;12180606
37057537;Y;55020;62460;38;38;D;12180606
37057538;Y;40800;47700;38;38;D;12180606
37057539;Y;58140;64260;38;38;D;12180606
37057540;Y;64260;69780;38;38;D;12180606
37057541;Y;44640;50040;38;38;D;12180606
37057542;Y;59340;64860;38;38;D;12180606
37057543;Y;35460;43440;38;38;D;12180606
37057544;Y;39060;46860;38;38;D;12180606
37057545;Y;46860;53520;38;38;D;12180606
37057546;Y;45180;51720;38;38;D;12180606
37057547;Y;51720;59580;38;38;D;12180606
37057548;Y;39780;45540;38;38;D;12180606
37057549;Y;37620;45180;38;38;D;12180606
37057550;Y;53400;61080;746;746;D;12180606
37057551;Y;61080;68880;746;746;D;12180606
37057552;Y;48180;53640;38;38;D;12180606
37057553;Y;64680;71160;746;746;D;12180606
37057554;Y;53640;59340;38;38;D;12180606
37057555;Y;48120;55260;38;38;D;12180606
37057556;Y;55260;61740;38;38;D;12180606
37057557;Y;43080;48300;38;38;D;12180606
37057558;Y;62460;69600;38;38;D;12180606
37057559;Y;49740;57780;746;746;D;12180606
37057560;Y;43020;49740;746;746;D;12180606
36999603;Y;33540;41040;1112;1112;D;12178665
36999604;Y;41040;48180;1112;1112;D;12178665
36922758;Y;37740;40920;1586;9;D;12173313
36922759;Y;40920;43080;9;1586;D;12173313
36922760;Y;43080;46260;1586;9;D;12173313
36922761;Y;46260;48300;9;1586;D;12173313
36922762;Y;48300;51480;1586;9;D;12173313
36922763;Y;51480;53580;9;1586;D;12173313
36922764;Y;53580;56760;1586;9;D;12173313
36922765;Y;56760;58920;9;1586;D;12173313
37103793;Y;53880;61140;104;104;D;12182906
37103794;Y;61140;70200;104;104;D;12182906
37103795;Y;70200;76680;104;104;D;12182906
37103796;Y;76680;77580;104;11;D;12182906
37103800;Y;48960;54960;104;104;D;12182906
37103801;Y;54960;62340;104;104;D;12182906
37103802;Y;62340;71160;104;104;D;12182906
36897637;Y;2940;4440;746;1686;D;12171150
37103803;Y;71160;77520;104;104;D;12182906
37103804;Y;77520;78420;104;11;D;12182906
37103805;Y;24120;24780;104;18;D;12182906
37103806;Y;27840;28860;104;18;D;12182906
37103807;Y;32700;33900;104;18;D;12182906
37103808;Y;37200;38400;104;18;D;12182906
37103809;Y;41460;42660;104;18;D;12182906
37103810;Y;45780;46860;104;18;D;12182906
37103811;Y;51060;58380;104;104;D;12182906
37103812;Y;58380;66540;104;104;D;12182906
37103813;Y;66540;73920;104;104;D;12182906
37103814;Y;73920;78120;104;11;D;12182906
37103815;Y;25320;26220;104;18;D;12182906
37103816;Y;29040;30240;104;18;D;12182906
37103817;Y;33780;34980;104;18;D;12182906
37103818;Y;38280;39480;104;18;D;12182906
37103819;Y;42540;43680;104;18;D;12182906
37103820;Y;46860;47940;104;18;D;12182906
37103821;Y;52080;59700;104;104;D;12182906
37103822;Y;59700;67740;104;104;D;12182906
36924295;Y;23100;35400;11;60;D;12173285
36924300;Y;21000;28800;11;60;D;12173285
36924297;Y;21600;27180;11;60;D;12173285
36924299;Y;27900;37800;11;60;D;12173285
36924301;Y;22200;30300;11;60;D;12173285
36924302;Y;22200;31800;11;60;D;12173285
36924303;Y;23700;33000;11;60;D;12173285
36924304;Y;25380;34200;60;60;D;12173285
36924305;Y;34200;43800;60;60;D;12173285
36924306;Y;43800;53400;60;60;D;12173285
36924307;Y;53400;63000;60;60;D;12173285
36924308;Y;63000;72600;60;60;D;12173285
36924309;Y;72600;73380;60;11;D;12173285
36924310;Y;19500;20100;11;11;PD;12173285
36924311;Y;35400;45000;60;60;D;12173285
36924312;Y;45000;54600;60;60;D;12173285
36924313;Y;54600;64200;60;60;D;12173285
36924314;Y;64200;73800;60;60;D;12173285
36924315;Y;73800;74580;60;11;D;12173285
36924316;Y;22500;23100;11;11;PD;12173285
36924317;Y;27180;36600;60;60;D;12173285
36924318;Y;36600;46200;60;60;D;12173285
36924319;Y;46200;55800;60;60;D;12173285
36924320;Y;55800;65400;60;60;D;12173285
36924321;Y;65400;71400;60;11;D;12173285
36924322;Y;21000;21600;11;11;PD;12173285
36924323;Y;37800;47400;60;60;D;12173285
36924324;Y;47400;57000;60;60;D;12173285
36924325;Y;57000;66600;60;60;D;12173285
36924326;Y;66600;72600;60;11;D;12173285
36924327;Y;27300;27900;11;11;PD;12173285
36924328;Y;28800;30000;60;60;D;12173285
36924329;Y;30000;39000;60;60;D;12173285
36924330;Y;39000;39600;60;60;D;12173285
36924331;Y;48600;58200;60;60;D;12173285
36924332;Y;58200;67800;60;60;D;12173285
36924333;Y;67800;73800;60;11;D;12173285
36924334;Y;20400;21000;11;11;PD;12173285
36924335;Y;30300;40200;60;60;D;12173285
36924336;Y;40200;49800;60;60;D;12173285
36924337;Y;49800;59400;60;60;D;12173285
36924338;Y;59400;69000;60;60;D;12173285
36924339;Y;69000;75300;60;11;D;12173285
36924340;Y;21600;22200;11;11;P;12173285
36924341;Y;31800;41400;60;60;D;12173285
36924342;Y;41400;51000;60;60;D;12173285
36924343;Y;51000;60600;60;60;D;12173285
36924344;Y;60600;70200;60;60;D;12173285
36924345;Y;70200;70980;60;11;D;12173285
36924346;Y;21600;22200;11;11;PD;12173285
36924347;Y;33000;42600;60;60;D;12173285
36924348;Y;42600;52200;60;60;D;12173285
36924349;Y;52200;61800;60;60;D;12173285
36924350;Y;61800;71400;60;60;D;12173285
36924351;Y;71400;72180;60;11;D;12173285
36924352;Y;23100;23700;11;11;PD;12173285
36924353;Y;39600;48600;60;60;D;12173285
37115698;Y;27300;27900;11;11;P;12183103
37115699;Y;29400;34560;23;23;D;12183103
37115700;Y;34560;36000;23;11;D;12183103
37115701;Y;54000;54600;11;11;P;12183103
37115702;Y;54600;56160;11;23;D;12183103
37115703;Y;56160;62040;23;23;D;12183103
37115704;Y;62040;68100;23;23;D;12183103
37115705;Y;68100;69780;23;11;D;12183103
37115706;Y;24000;25200;11;23;D;12183103
37115707;Y;23400;24000;11;11;PD;12183103
37115708;Y;25200;30180;23;23;D;12183103
37115709;Y;30180;35760;23;23;D;12183103
37115710;Y;35760;37200;23;11;D;12183103
37116554;Y;66900;72900;60;60;D;12183122
37116555;Y;66360;66900;60;60;D;12183122
37116556;Y;46800;47100;60;60;D;12183122
37115714;Y;48000;48600;11;11;P;12183103
37115715;Y;48600;50400;11;23;D;12183103
37115716;Y;50400;55980;23;23;D;12183103
37115717;Y;55980;62700;23;23;D;12183103
37115718;Y;62700;68580;23;23;D;12183103
37115719;Y;68580;74400;23;18;D;12183103
37116557;Y;48000;48600;60;60;D;12183122
37116558;Y;39660;40200;60;60;D;12183122
37116559;Y;58980;59100;60;60;D;12183122
37115723;Y;56580;60840;11;23;D;12183103
37115724;Y;55980;56580;11;11;PD;12183103
37115725;Y;60840;66900;23;23;D;12183103
37115726;Y;66900;72480;23;23;D;12183103
37115727;Y;72480;78000;23;18;D;12183103
37116560;Y;40860;41700;60;60;D;12183122
37116561;Y;60240;61080;60;60;D;12183122
37116562;Y;51720;51900;60;60;D;12183122
37116563;Y;44400;45180;60;60;D;12183122
37116564;Y;54240;54480;60;60;D;12183122
37116565;Y;55440;55500;60;60;D;12183122
37128028;Y;26940;36000;60;60;D;12183516
37128029;Y;21900;22500;11;11;PD;12183516
37026448;Y;22200;25260;1;9;D;12179626
37026449;Y;48420;54300;1;9;D;12179626
37128030;Y;22500;26940;11;60;D;12183516
37128031;Y;36000;37200;60;60;D;12183516
37128032;Y;37200;45540;60;60;D;12183516
37128033;Y;45540;46800;60;60;D;12183516
37128034;Y;46800;55140;60;60;D;12183516
37128035;Y;56940;66060;60;60;D;12183516
37128036;Y;66060;72000;60;11;D;12183516
37128037;Y;23700;24300;11;11;P;12183516
37128038;Y;24300;29280;11;60;D;12183516
37128039;Y;29280;38460;60;60;D;12183516
37128040;Y;38460;47940;60;60;D;12183516
37128041;Y;47940;48600;60;60;D;12183516
37128042;Y;48600;56940;60;60;D;12183516
37129988;Y;24900;25500;1;1;PD;12183608
37129443;Y;600;3300;11;38;D;12183597
37026450;Y;22500;28020;1;9;D;12179626
37026451;Y;25260;30900;9;9;D;12179626
37026452;Y;30900;36420;9;9;D;12179626
37026453;Y;36420;42000;9;9;D;12179626
37026454;Y;42000;47280;9;9;D;12179626
37026455;Y;47280;52500;9;9;D;12179626
37026456;Y;52500;57900;9;9;D;12179626
37026457;Y;57900;63420;9;9;D;12179626
37026458;Y;63420;68820;9;9;D;12179626
37026459;Y;68820;73920;9;9;D;12179626
37026460;Y;73920;77580;9;1;D;12179626
37026461;Y;21600;22200;1;1;PD;12179626
37026462;Y;28020;33720;9;9;D;12179626
37026463;Y;33720;39240;9;9;D;12179626
37026464;Y;39240;44700;9;9;D;12179626
37026465;Y;44700;49920;9;9;D;12179626
37026466;Y;49920;51120;9;9;D;12179626
37026467;Y;51120;56100;9;9;D;12179626
37129989;Y;30300;36600;82;82;D;12183608
37026468;Y;56100;61620;9;9;D;12179626
37129990;Y;36600;42900;82;82;D;12183608
37128047;Y;50400;52200;60;60;D;12183516
37128048;Y;52200;60540;60;60;D;12183516
37026469;Y;61620;67020;9;9;D;12179626
37026470;Y;67020;72180;9;9;D;12179626
37128049;Y;60540;69480;60;60;D;12183516
37026471;Y;72180;75720;9;1;D;12179626
37026472;Y;21900;22500;1;1;PD;12179626
37128050;Y;69480;75300;60;11;D;12183516
37026473;Y;54300;59760;9;9;D;12179626
37026474;Y;59760;65220;9;9;D;12179626
37026475;Y;65220;70440;9;9;D;12179626
37026476;Y;70440;76860;9;9;D;12179626
37026477;Y;76860;77760;9;1;D;12179626
37026478;Y;47820;48420;1;1;PD;12179626
37026493;Y;21600;22200;1;1;P;12179633
37026494;Y;25260;30720;9;9;D;12179633
37026525;Y;30720;36240;9;9;D;12179633
37026526;Y;36240;41760;9;9;D;12179633
37026527;Y;41760;47040;9;9;D;12179633
37026528;Y;47040;52320;9;9;D;12179633
37026529;Y;52320;57840;9;9;D;12179633
37026530;Y;57840;63300;9;9;D;12179633
37026531;Y;63300;68640;9;9;D;12179633
37026532;Y;68640;73860;9;9;D;12179633
37026503;Y;73860;77580;9;1;D;12179633
37026504;Y;22200;25260;1;9;D;12179633
37026505;Y;22500;27960;1;9;D;12179633
37026506;Y;21900;22500;1;1;P;12179633
37026507;Y;27960;33420;9;9;D;12179633
36960063;Y;72000;72600;11;11;PD;12176710
37052170;Y;3600;81600;1;1;D;12180466
37052175;Y;4200;82200;1;1;D;12180466
37066406;Y;44400;53220;60;60;D;12180895
37066401;Y;60600;69480;60;60;D;12180895
36922709;Y;21000;22680;1;9;D;12173313
36922710;Y;24000;25740;1;1586;D;12173313
36922743;Y;52260;55440;1586;9;D;12173313
36922744;Y;55440;57540;9;1586;D;12173313
36922745;Y;57540;60720;1586;9;D;12173313
36830695;Y;86100;88800;82;140;D;12162547
36922746;Y;60720;62880;9;1586;D;12173313
36922747;Y;62880;66060;1586;9;D;12173313
36922748;Y;66060;68100;9;1586;D;12173313
36922749;Y;68100;71400;1586;9;D;12173313
36922750;Y;71400;73200;9;1;D;12173313
36922751;Y;23400;24000;1;1;PD;12173313
36922752;Y;22500;24900;1586;9;D;12173313
36922753;Y;24900;27240;9;1586;D;12173313
37066402;Y;51420;60600;60;60;D;12180895
37066403;Y;37140;44340;60;60;D;12180895
36960064;Y;77280;80880;38;38;D;12176710
37066404;Y;44340;51480;60;60;D;12180895
37066405;Y;35160;44400;60;60;D;12180895
36960065;Y;80880;84480;38;38;D;12176710
36960066;Y;84480;97800;38;11;D;12176710
37066407;Y;31920;39600;60;60;D;12180895
37066408;Y;39600;46620;60;60;D;12180895
36960069;Y;73800;74400;11;11;PD;12176710
36960070;Y;3420;7020;38;38;D;12176710
37066409;Y;44220;51480;60;60;D;12180895
37066410;Y;51480;58680;60;60;D;12180895
37066411;Y;33540;41100;60;60;D;12180895
37066412;Y;41100;47940;60;60;D;12180895
36922754;Y;27240;30420;1586;9;D;12173313
36922755;Y;30420;32460;9;1586;D;12173313
36960071;Y;7020;10620;38;38;D;12176710
36922756;Y;32460;35640;1586;9;D;12173313
36830696;Y;37800;40800;140;82;D;12162548
37066413;Y;58800;65700;60;60;D;12180895
36922757;Y;35640;37740;9;1586;D;12173313
37066414;Y;65700;73440;60;60;D;12180895
37125550;Y;36000;39600;82;82;D;12183429
37125551;Y;39600;43200;82;82;D;12183429
37070883;Y;31440;41280;60;60;D;12181015
37070884;Y;41280;49500;60;60;D;12181015
37071838;Y;80700;84300;9;9;D;12181031
37071839;Y;23400;26160;1;9;D;12181031
37125552;Y;43200;46860;82;82;D;12183429
37125553;Y;46860;50460;82;82;D;12183429
36960072;Y;10620;14220;38;38;D;12176710
37125554;Y;50460;54420;82;82;D;12183429
36960073;Y;14220;17820;38;38;D;12176710
37071840;Y;84300;87900;9;9;D;12181031
37071841;Y;87900;90840;9;1;D;12181031
36830697;Y;18600;19200;127;127;PD;12162548
37071842;Y;39840;44640;9;9;D;12181031
36830698;Y;19800;22200;122;82;D;12162548
37071843;Y;44640;50340;9;9;D;12181031
37071844;Y;50340;55800;9;9;D;12181031
36830699;Y;22200;25200;82;140;D;12162548
37071845;Y;55800;61200;9;9;D;12181031
37071846;Y;61200;66600;9;9;D;12181031
37071847;Y;66600;72240;9;9;D;12181031
37071848;Y;72240;77100;9;9;D;12181031
37071849;Y;77100;80700;9;9;D;12181031
37125555;Y;54420;58740;82;82;D;12183429
37125556;Y;58740;63060;82;82;D;12183429
37071850;Y;22800;23400;1;1;P;12181031
37071851;Y;26160;29940;9;9;D;12181031
37071852;Y;29940;34560;9;9;D;12181031
37071853;Y;34560;39840;9;9;D;12181031
37071854;Y;74460;77700;9;1;D;12181031
37071855;Y;21600;22200;1;1;P;12181031
37071856;Y;22200;24540;1;9;D;12181031
36830700;Y;25200;28200;140;82;D;12162548
36830701;Y;28200;31500;82;140;D;12162548
36830702;Y;31500;34500;140;82;D;12162548
36830703;Y;34500;37800;82;140;D;12162548
36830704;Y;19800;20400;127;127;PD;12162548
36830705;Y;21000;24000;140;82;D;12162548
36830706;Y;24000;26700;82;122;D;12162548
36830707;Y;26700;28680;122;122;D;12162548
36830708;Y;28680;31380;122;82;D;12162548
36830709;Y;31380;34380;82;122;D;12162548
36830710;Y;34380;37680;122;82;D;12162548
36830711;Y;37680;40680;82;122;D;12162548
36830712;Y;40680;43980;122;82;D;12162548
36830713;Y;43980;46980;82;122;D;12162548
37071857;Y;52200;57600;9;9;D;12181031
37071858;Y;24540;28680;9;9;D;12181031
36830714;Y;33480;36480;82;122;D;12162548
36830715;Y;22800;23400;127;127;PD;12162548
36830716;Y;24000;27000;140;82;D;12162548
36830717;Y;27000;30000;82;122;D;12162548
36830718;Y;30000;33480;122;82;D;12162548
36830719;Y;36480;39780;122;82;D;12162548
36830720;Y;39780;42780;82;122;D;12162548
36830721;Y;42780;46500;122;82;D;12162548
36830722;Y;46500;49500;82;122;D;12162548
36830723;Y;49500;51000;122;122;D;12162548
36830724;Y;51000;53700;122;82;D;12162548
36830725;Y;53700;56700;82;122;D;12162548
36830726;Y;56700;58200;122;122;D;12162548
36830727;Y;58200;60900;122;82;D;12162548
36830728;Y;60900;63900;82;122;D;12162548
37071859;Y;37440;42240;9;9;D;12181031
37071860;Y;42240;46740;9;9;D;12181031
37071861;Y;46740;52200;9;9;D;12181031
36830729;Y;63900;65400;122;122;D;12162548
36830730;Y;65400;68100;122;82;D;12162548
36830731;Y;68100;71100;82;122;D;12162548
36830733;Y;40800;43980;82;140;D;12162548
36830734;Y;43980;47700;140;82;D;12162548
36830735;Y;47700;50880;82;140;D;12162548
36830736;Y;50880;54900;140;82;D;12162548
36830737;Y;54900;58080;82;140;D;12162548
36830738;Y;58080;62100;140;82;D;12162548
36830739;Y;62100;65280;82;140;D;12162548
36830740;Y;65280;69300;140;82;D;12162548
36830741;Y;69300;72480;82;140;D;12162548
36830742;Y;72480;75600;140;140;D;12162548
36830743;Y;75600;78000;140;82;D;12162548
36830744;Y;78000;80700;82;140;D;12162548
36830745;Y;80700;83400;140;82;D;12162548
36830746;Y;83400;86100;82;140;D;12162548
36830748;Y;46980;48600;122;122;D;12162548
36830749;Y;48600;51300;122;82;D;12162548
36830750;Y;51300;54300;82;122;D;12162548
36830751;Y;54300;55800;122;122;D;12162548
36830752;Y;55800;58500;122;82;D;12162548
36830753;Y;58500;61500;82;122;D;12162548
36830754;Y;61500;63000;122;122;D;12162548
36830755;Y;63000;65700;122;82;D;12162548
36830756;Y;65700;68700;82;122;D;12162548
36830757;Y;68700;70800;122;122;D;12162548
37071862;Y;57600;63000;9;9;D;12181031
37071863;Y;63000;68400;9;9;D;12181031
37071864;Y;68400;74460;9;9;D;12181031
37071865;Y;28680;33000;9;9;D;12181031
37125557;Y;63060;67380;82;82;D;12183429
37125558;Y;67380;72900;82;1;D;12183429
37071866;Y;33000;37440;9;9;D;12181031
37071867;Y;45000;48540;1;9;D;12181031
37071868;Y;48540;54000;9;9;D;12181031
37071869;Y;54000;59400;9;9;D;12181031
37071870;Y;59400;64800;9;9;D;12181031
37071871;Y;64800;70140;9;9;D;12181031
37071872;Y;70140;74100;9;1;D;12181031
37071873;Y;44400;45000;1;1;P;12181031
37125711;Y;20100;20700;1;1;P;12183434
37071874;Y;20700;23040;1;9;D;12181031
37071875;Y;20100;20700;1;1;PD;12181031
37071876;Y;23040;27420;9;9;D;12181031
37071877;Y;27420;31500;9;9;D;12181031
37071878;Y;31500;36060;9;9;D;12181031
37071879;Y;36060;38100;9;1;D;12181031
37125712;Y;23760;30240;28;28;D;12183434
37125713;Y;20700;23760;1;28;D;12183434
37125714;Y;25920;32340;28;28;D;12183434
37125715;Y;32340;33900;28;28;D;12183434
37125716;Y;33900;39960;28;28;D;12183434
37125717;Y;39960;47100;28;28;D;12183434
37125718;Y;48300;54240;28;28;D;12183434
37125719;Y;54240;55500;28;28;D;12183434
37125720;Y;55500;61560;28;28;D;12183434
37125721;Y;61560;68760;28;28;D;12183434
37125722;Y;68760;70200;28;28;D;12183434
37125723;Y;70200;74280;28;1;D;12183434
37125725;Y;22200;22800;1;1;P;12183434
37126749;Y;25500;31080;1112;1112;D;12183461
37126750;Y;21000;21600;11;11;P;12183461
37126751;Y;67080;70680;1112;11;D;12183461
37126752;Y;19800;23220;11;1112;D;12183463
37126753;Y;19200;19800;11;11;P;12183463
37126754;Y;23220;28680;1112;1112;D;12183463
37126755;Y;28680;34320;1112;1112;D;12183463
37126756;Y;34320;39780;1112;1112;D;12183463
37126757;Y;39780;45180;1112;1112;D;12183463
37126758;Y;45180;50520;1112;1112;D;12183463
37126759;Y;50520;56100;1112;1112;D;12183463
37125726;Y;47100;48300;28;28;D;12183434
37125727;Y;22800;25920;1;28;D;12183434
37125728;Y;34980;36300;28;28;D;12183434
37125729;Y;36300;42360;28;28;D;12183434
37125730;Y;42360;49440;28;28;D;12183434
37125731;Y;49440;50700;28;28;D;12183434
37125732;Y;50700;56700;28;28;D;12183434
36985985;Y;77280;78000;60;11;D;12178343
36985986;Y;52980;62400;60;60;D;12178343
36985987;Y;62400;71100;60;60;D;12178343
37006683;Y;42540;46980;38;38;D;12179050
36985989;Y;19800;20400;11;11;PD;12178343
36985990;Y;20400;24720;11;60;D;12178343
36985991;Y;24720;33480;60;60;D;12178343
36985992;Y;33480;34800;60;60;D;12178343
36985993;Y;34800;43260;60;60;D;12178343
36985994;Y;43260;52980;60;60;D;12178343
37001234;Y;42540;48600;60;60;D;12178932
37001235;Y;48600;54660;60;60;D;12178932
36985997;Y;71100;79680;60;60;D;12178343
36985998;Y;79680;86700;60;60;D;12178343
36985999;Y;86700;91680;60;11;D;12178343
37001236;Y;54660;60660;60;60;D;12178932
36986001;Y;75060;76800;60;60;D;12178343
36986002;Y;76800;83100;60;60;D;12178343
37006684;Y;46980;51540;38;38;D;12179050
36986004;Y;83100;90300;60;60;D;12178343
36986005;Y;90300;91080;60;11;D;12178343
37006685;Y;51540;56100;38;38;D;12179050
37006686;Y;56100;61200;38;38;D;12179050
37006687;Y;56580;60000;1;38;D;12179050
37006688;Y;64800;69360;38;38;D;12179050
37006689;Y;69360;73380;38;38;D;12179050
37006690;Y;73380;76980;38;1;D;12179050
37006691;Y;24600;27600;1;38;D;12179050
37006693;Y;24000;24600;1;1;P;12179050
37006695;Y;27600;32700;38;38;D;12179050
37006696;Y;32700;34200;38;1;D;12179050
37006697;Y;61200;65940;38;38;D;12179050
37006698;Y;65940;70560;38;38;D;12179050
37006699;Y;70560;74880;38;38;D;12179050
37006700;Y;74880;78720;38;38;D;12179050
37006701;Y;78720;82320;38;38;D;12179050
